game_id,home_team,away_team,predicted_home_cover_prob,predicted_side,reproduced_prob,reproduced_side,_merge,diff,side_flipped
2026_01_ARI_LAC,LAC,ARI,0.5366550087928772,home,0.5796371,home,both,0.04298210144042969,False
2026_01_ATL_PIT,PIT,ATL,0.511296808719635,home,0.46529767,away,both,0.04599913954734802,True
2026_01_BAL_IND,IND,BAL,0.49912089109420776,away,0.5570545,home,both,0.05793362855911255,True
2026_01_BUF_HOU,HOU,BUF,0.44759687781333923,away,0.4506653,away,both,0.0030684173107147217,False
2026_01_CHI_CAR,CAR,CHI,0.47487521171569824,away,0.46325517,away,both,0.011620044708251953,False
2026_01_CLE_JAX,JAX,CLE,0.5335180759429932,home,0.55452806,home,both,0.021009981632232666,False
2026_01_DAL_NYG,NYG,DAL,0.5540018081665039,home,0.553717,home,both,0.0002847909927368164,False
2026_01_DEN_KC,KC,DEN,0.4592982232570648,away,0.47169194,away,both,0.012393712997436523,False
2026_01_GB_MIN,MIN,GB,0.5304429531097412,home,0.55796623,home,both,0.027523279190063477,False
2026_01_MIA_LV,LV,MIA,0.4691764712333679,away,0.5231905,home,both,0.05401402711868286,True
2026_01_NE_SEA,SEA,NE,0.4602436125278473,away,0.40156448,away,both,0.05867913365364075,False
2026_01_NO_DET,DET,NO,0.41351020336151123,away,0.4298703,away,both,0.016360104084014893,False
2026_01_NYJ_TEN,TEN,NYJ,0.4954875409603119,away,0.48298362,away,both,0.01250392198562622,False
2026_01_SF_LA,LA,SF,0.49456605315208435,away,0.39800102,away,both,0.09656503796577454,False
2026_01_TB_CIN,CIN,TB,0.5281014442443848,home,0.5321794,home,both,0.0040779709815979,False
2026_01_WAS_PHI,PHI,WAS,0.32869645953178406,away,0.3596177,away,both,0.030921250581741333,False
