run_id,experiment_id,season,week,game_id,feature,side,family,raw_value,league_pctile,was_imputed,contribution_logodds,pick_direction_contribution,abs_rank,bias_logodds,model_name,feature_list_hash,blend_n,predicted_side,predicted_home_cover_prob,clean_forward,reproduction_max_diff,is_approximate,created_at,live_predicted_side,side_mismatch,pick_direction_live
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CAR_ATL,home_qb_cpoe_blend,home,QB,-3.7363963706391394,6.25,False,-0.18570594489574432,0.18570594489574432,1,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.4318518340587616,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.18570594489574432
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CAR_ATL,away_qb_epa_under_pressure_blend,away,QB,-0.7469142711280312,81.25,False,0.1001683846116066,-0.1001683846116066,2,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.4318518340587616,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,-0.1001683846116066
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CAR_ATL,home_ol_pressure_proxy_rate_blend,home,OL pass protection,0.18953068591993139,31.25,False,0.0791262611746788,-0.0791262611746788,3,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.4318518340587616,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,-0.0791262611746788
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CAR_ATL,away_def_qb_hit_rate_blend,away,defence pass rush,0.09881422924866241,3.125,False,-0.06492965668439865,0.06492965668439865,4,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.4318518340587616,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.06492965668439865
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CAR_ATL,away_def_epa_per_play_blend,away,coverage/defence other,0.09341584266866974,93.75,False,-0.06067807227373123,0.06067807227373123,5,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.4318518340587616,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.06067807227373123
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CIN_HOU,away_def_explosive_pass_allowed_rate_blend,away,coverage/defence other,0.10102201257827881,93.75,False,-0.12298808991909027,0.12298808991909027,1,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.39826053380966187,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.12298808991909027
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CIN_HOU,away_ol_sack_rate_blend,away,OL pass protection,0.05086724482974238,18.75,False,-0.11810824275016785,0.11810824275016785,2,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.39826053380966187,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.11810824275016785
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CIN_HOU,home_rush_explosive_rate_blend,home,run game,0.09716981132036512,15.625,False,0.10002201050519943,-0.10002201050519943,3,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.39826053380966187,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,-0.10002201050519943
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CIN_HOU,home_ol_pressure_proxy_rate_blend,home,OL pass protection,0.1929352698577587,34.375,False,0.0774652436375618,-0.0774652436375618,4,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.39826053380966187,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,-0.0774652436375618
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CIN_HOU,home_ol_rush_yards_per_att_blend,home,OL run blocking,4.006603773568841,12.5,False,-0.07109422981739044,0.07109422981739044,5,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,away,0.39826053380966187,True,0.0,False,2026-09-17 23:01:54.487117+00:00,away,False,0.07109422981739044
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CLE_TB,away_qb_epa_under_pressure_blend,away,QB,-1.3113729653377093,6.25,False,-0.21359260380268097,-0.21359260380268097,1,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,home,0.5379031300544739,True,0.0,False,2026-09-17 23:01:54.487117+00:00,home,False,-0.21359260380268097
82abf4e0-bab6-47ea-b5a9-4d1e6abc6e46,00000000-0000-4000-8000-00000000f0re,2026,2,2026_02_CLE_TB,away_ol_sack_rate_blend,away,OL pass protection,0.09275634995266664,84.375,False,0.17616523802280426,0.17616523802280426,2,-0.04984472692012787,ol_xgb_v2,a94c7669f779d337,8,home,0.5379031300544739,True,0.0,False,2026-09-17 23:01:54.487117+00:00,home,False,0.17616523802280426
